match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
4,2023-04-02,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",13,21,1,0,61.9,b YS Chahal,4
10,2023-04-07,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",3,4,0,0,75.0,st N Pooran b Ravi Bishnoi,5
14,2023-04-09,Punjab Kings,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",13,14,3,0,92.86,b Arshdeep Singh,1
19,2023-04-14,Kolkata Knight Riders,"Eden Gardens, Kolkata",100,55,12,3,181.82,not out,1
25,2023-04-18,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",9,7,2,0,128.57,c SA Yadav b JP Behrendorff,1
29,2023-04-21,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",18,13,3,0,138.46,c RD Gaikwad b Akash Singh,1
34,2023-04-24,Delhi Capitals,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",7,14,0,0,50.0,b A Nortje,1
40,2023-04-29,Delhi Capitals,"Arun Jaitley Stadium, Delhi",0,2,0,0,0.0,c AR Patel b MR Marsh,5
47,2023-05-04,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",0,4,0,0,0.0,lbw b AS Roy,5
65,2023-05-18,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",27,19,2,1,142.11,not out,5
69,2023-05-21,Mumbai Indians,"Wankhede Stadium, Mumbai",0,1,0,0,0.0,b Akash Madhwal,6
