innings,team,wicket_number,player_out,score,over
1,Sunrisers Hyderabad,1,DA Warner,0,1.4
1,Sunrisers Hyderabad,2,AP Tare,26,5.6
1,Sunrisers Hyderabad,3,EJG Morgan,27,6.3
1,Sunrisers Hyderabad,4,DJ Hooda,29,8.1
1,Sunrisers Hyderabad,5,MC Henriques,32,9.1
1,Sunrisers Hyderabad,6,NV Ojha,79,17.4
1,Sunrisers Hyderabad,7,Bipul Sharma,92,19.1
1,Sunrisers Hyderabad,8,B Kumar,115,20.4
2,Rising Pune Supergiants,1,AM Rahane,0,1.5
2,Rising Pune Supergiants,2,F du Plessis,80,10.1
2,Rising Pune Supergiants,3,MS Dhoni,94,11.6
