innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Sunrisers Hyderabad,1,DA Warner,0,4,S Dhawan,0,0,0,4
1,Sunrisers Hyderabad,2,AP Tare,8,14,S Dhawan,14,12,26,26
1,Sunrisers Hyderabad,3,S Dhawan,1,1,EJG Morgan,0,2,1,3
1,Sunrisers Hyderabad,4,DJ Hooda,1,9,S Dhawan,1,1,2,10
1,Sunrisers Hyderabad,5,MC Henriques,1,4,S Dhawan,1,2,3,6
1,Sunrisers Hyderabad,6,NV Ojha,18,21,S Dhawan,28,30,47,51
1,Sunrisers Hyderabad,7,Bipul Sharma,5,5,S Dhawan,8,4,13,9
1,Sunrisers Hyderabad,8,B Kumar,21,8,S Dhawan,0,1,23,9
1,Sunrisers Hyderabad,9,S Dhawan,3,2,A Nehra,0,0,3,2
2,Rising Pune Supergiants,1,AM Rahane,0,5,F du Plessis,0,0,0,5
2,Rising Pune Supergiants,2,SPD Smith,38,29,F du Plessis,30,21,80,50
2,Rising Pune Supergiants,3,MS Dhoni,5,4,SPD Smith,8,7,14,11
2,Rising Pune Supergiants,4,MS Dhoni,5,4,SPD Smith,8,7,14,11
