innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Rajasthan Royals,death,56,2,30,11.2,5,5
1,Rajasthan Royals,middle,75,2,54,8.33,10,23
1,Rajasthan Royals,powerplay,31,2,36,5.17,4,22
2,Mumbai Indians,death,60,0,38,9.47,7,6
2,Mumbai Indians,middle,60,0,38,9.47,5,12
2,Mumbai Indians,powerplay,43,0,32,8.06,7,17
