innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,13,4,Mumbai Indians,Himmat Singh,Raghu Sharma,AK Argal,wicket,struck down,False
2,3,3,Lucknow Super Giants,RG Sharma,Mohammed Shami,SJ Nogajski,wicket,struck down,False
