innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Rajasthan Royals,AA Jhunjhunwala,1.0,0,6,0,6.0,3,0,0
1,Rajasthan Royals,AP Dole,3.0,0,34,1,11.33,6,3,0
1,Rajasthan Royals,SK Trivedi,4.0,0,35,1,8.75,6,1,0
1,Rajasthan Royals,SK Warne,4.0,0,34,0,8.5,6,1,0
1,Rajasthan Royals,SR Watson,4.0,0,37,3,9.25,10,1,0
1,Rajasthan Royals,YK Pathan,4.0,0,24,0,6.0,7,2,0
2,Mumbai Indians,DS Kulkarni,4.0,0,40,1,10.0,10,1,0
2,Mumbai Indians,Harbhajan Singh,4.0,0,21,1,5.25,8,2,0
2,Mumbai Indians,KA Pollard,2.0,0,19,1,9.5,3,0,0
2,Mumbai Indians,SL Malinga,4.0,0,23,0,5.75,10,0,0
2,Mumbai Indians,ST Jayasuriya,2.0,0,16,0,8.0,1,0,0
2,Mumbai Indians,Z Khan,4.0,0,17,2,4.25,14,0,0
