match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
8,2023-04-05,Punjab Kings,"Barsapara Cricket Stadium, Guwahati",1,1,0,0,100.0,not out,9
17,2023-04-12,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",0,1,0,0,0.0,c DP Conway b TU Deshpande,8
42,2023-04-30,Mumbai Indians,"Wankhede Stadium, Mumbai",11,9,0,1,122.22,c TH David b JC Archer,5
