match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2014-04-18,Chennai Super Kings,Sheikh Zayed Stadium,13,10,2,0,130.0,lbw b R Ashwin,1
7,2014-04-20,Rajasthan Royals,Sharjah Cricket Stadium,40,38,3,0,105.26,not out,1
9,2014-04-22,Sunrisers Hyderabad,Sharjah Cricket Stadium,35,32,6,0,109.38,c Y Venugopal Rao b DJG Sammy,1
15,2014-04-26,Kolkata Knight Riders,Sheikh Zayed Stadium,8,8,1,0,100.0,run out (MK Pandey),1
18,2014-04-28,Royal Challengers Bangalore,Dubai International Cricket Stadium,10,18,1,0,55.56,c PA Patel b AB Dinda,1
22,2014-05-03,Mumbai Indians,Wankhede Stadium,19,18,4,0,105.56,c CM Gautam b CJ Anderson,1
