match_number,date,opponent,catches,stumpings,run_outs
3,2014-04-18,Chennai Super Kings,1,0,0
31,2014-05-09,Royal Challengers Bangalore,1,0,0
48,2014-05-21,Mumbai Indians,1,0,0
55,2014-05-25,Delhi Daredevils,1,0,0
59,2014-05-30,Chennai Super Kings,1,0,0
