match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
4,2024-03-24,Lucknow Super Giants,"Sawai Mansingh Stadium, Jaipur",24,12,3,1,200.0,c KH Pandya b Mohsin Khan,1
9,2024-03-28,Delhi Capitals,"Sawai Mansingh Stadium, Jaipur",5,7,1,0,71.43,b Mukesh Kumar,1
14,2024-04-01,Mumbai Indians,"Wankhede Stadium, Mumbai",10,6,2,0,166.67,c TH David b KT Maphaka,1
19,2024-04-06,Royal Challengers Bengaluru,"Sawai Mansingh Stadium, Jaipur",0,2,0,0,0.0,c GJ Maxwell b RJW Topley,1
24,2024-04-10,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",24,19,5,0,126.32,c MS Wade b UT Yadav,1
27,2024-04-13,Punjab Kings,"Maharaja Yadavindra Singh International Cricket Stadium, Mullanpur",39,28,4,0,139.29,c HV Patel b K Rabada,1
31,2024-04-16,Kolkata Knight Riders,"Eden Gardens, Kolkata",19,9,3,1,211.11,c VR Iyer b VG Arora,1
38,2024-04-22,Mumbai Indians,"Sawai Mansingh Stadium, Jaipur",104,60,9,7,173.33,not out,1
44,2024-04-27,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",24,18,3,1,133.33,c Ravi Bishnoi b MP Stoinis,1
50,2024-05-02,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",67,40,7,2,167.5,b T Natarajan,1
56,2024-05-07,Delhi Capitals,"Arun Jaitley Stadium, Delhi",4,2,1,0,200.0,c AR Patel b KK Ahmed,1
61,2024-05-12,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",24,21,3,1,114.29,c RD Gaikwad b Simarjeet Singh,1
65,2024-05-15,Punjab Kings,"Barsapara Cricket Stadium, Guwahati",4,4,1,0,100.0,b SM Curran,1
71,2024-05-22,Royal Challengers Bengaluru,"Narendra Modi Stadium, Ahmedabad",45,30,8,0,150.0,c KD Karthik b C Green,1
72,2024-05-24,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",42,21,4,3,200.0,c Abdul Samad b Shahbaz Ahmed,1
