innings,team,wicket_number,player_out,score,over
1,Kolkata Knight Riders,1,NS Naik,16,4.4
1,Kolkata Knight Riders,2,RV Uthappa,36,6.6
1,Kolkata Knight Riders,3,CA Lynn,40,7.5
1,Kolkata Knight Riders,4,N Rana,44,8.1
1,Kolkata Knight Riders,5,Shubman Gill,61,10.1
1,Kolkata Knight Riders,6,AD Russell,156,18.5
1,Kolkata Knight Riders,7,KD Karthik,170,19.4
1,Kolkata Knight Riders,8,PP Chawla,185,20.6
2,Delhi Capitals,1,S Dhawan,27,3.4
2,Delhi Capitals,2,SS Iyer,116,12.6
2,Delhi Capitals,3,RR Pant,170,18.5
2,Delhi Capitals,4,PP Shaw,174,19.3
2,Delhi Capitals,5,GH Vihari,184,20.5
2,Delhi Capitals,6,CA Ingram,185,20.6
