innings,team,wicket_number,player_out,score,over
1,Sunrisers Hyderabad,1,S Dhawan,10,2.5
1,Sunrisers Hyderabad,2,GH Vihari,56,6.6
1,Sunrisers Hyderabad,3,DA Warner,76,10.5
1,Sunrisers Hyderabad,4,NV Ojha,121,17.4
1,Sunrisers Hyderabad,5,RS Bopara,123,18.2
1,Sunrisers Hyderabad,6,MC Henriques,136,20.2
2,Kings XI Punjab,1,M Vohra,10,3.2
2,Kings XI Punjab,2,SE Marsh,13,4.1
2,Kings XI Punjab,3,GJ Bailey,45,8.3
2,Kings XI Punjab,4,M Vijay,53,9.2
2,Kings XI Punjab,5,DA Miller,72,13.2
2,Kings XI Punjab,6,AR Patel,116,18.1
2,Kings XI Punjab,7,WP Saha,123,18.6
2,Kings XI Punjab,8,R Dhawan,126,19.5
2,Kings XI Punjab,9,Anureet Singh,127,20.3
