innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Sunrisers Hyderabad,death,59,4,30,11.8,7,9
1,Sunrisers Hyderabad,middle,93,2,54,10.33,13,11
1,Sunrisers Hyderabad,powerplay,49,3,36,8.17,7,19
2,Royal Challengers Bengaluru,death,76,2,33,13.82,11,8
2,Royal Challengers Bengaluru,middle,65,1,33,11.82,8,6
2,Royal Challengers Bengaluru,powerplay,62,1,28,13.29,11,7
