innings,team,wicket_number,player_out,score,over
1,Sunrisers Hyderabad,1,Abhishek Sharma,18,3.1
1,Sunrisers Hyderabad,2,TM Head,23,3.6
1,Sunrisers Hyderabad,3,Nithish Kumar Reddy,29,5.2
1,Sunrisers Hyderabad,4,H Klaasen,126,14.1
1,Sunrisers Hyderabad,5,S Arora,137,15.3
1,Sunrisers Hyderabad,6,Ishan Kishan,155,16.6
1,Sunrisers Hyderabad,7,Harsh Dubey,167,17.6
1,Sunrisers Hyderabad,8,HV Patel,174,18.5
1,Sunrisers Hyderabad,9,Aniket Verma,192,19.6
2,Royal Challengers Bengaluru,1,PD Salt,9,2.1
2,Royal Challengers Bengaluru,2,D Padikkal,110,9.4
2,Royal Challengers Bengaluru,3,RM Patidar,163,13.2
2,Royal Challengers Bengaluru,4,JM Sharma,163,13.3
