innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
2,10,1,Rajasthan Royals,AM Rahane,M Theekshana,R Pandit,wicket,struck down,False
2,10,6,Kolkata Knight Riders,Q de Kock,M Theekshana,R Pandit,wicket,upheld,False
2,17,3,Rajasthan Royals,Q de Kock,M Theekshana,A Totre,wicket,struck down,False
