innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,3,6,Kolkata Knight Riders,Naman Dhir,C Green,HAS Khalid,wicket,upheld,False
1,15,4,Kolkata Knight Riders,HH Pandya,C Green,HAS Khalid,wicket,struck down,False
2,3,3,Mumbai Indians,AM Rahane,DL Chahar,K Swaroopanand,wicket,struck down,True
