innings,team,wicket_number,player_out,score,over
1,Mumbai Indians,1,RD Rickelton,17,3.3
1,Mumbai Indians,2,Naman Dhir,17,3.6
1,Mumbai Indians,3,RG Sharma,23,4.5
1,Mumbai Indians,4,SA Yadav,41,6.3
1,Mumbai Indians,5,Tilak Varma,84,14.4
1,Mumbai Indians,6,HH Pandya,95,16.2
1,Mumbai Indians,7,WG Jacks,105,17.4
1,Mumbai Indians,8,DL Chahar,147,20.6
2,Kolkata Knight Riders,1,FH Allen,10,1.6
2,Kolkata Knight Riders,2,AM Rahane,48,6.4
2,Kolkata Knight Riders,3,C Green,54,8.1
2,Kolkata Knight Riders,4,MK Pandey,118,15.6
2,Kolkata Knight Riders,5,R Powell,124,16.2
2,Kolkata Knight Riders,6,T Dahiya,140,18.5
