innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,14,3,Sunrisers Hyderabad,JJ Roy,YS Chahal,UV Gandhe,,upheld,False
1,16,1,Royal Challengers Bangalore,Abdul Samad,YS Chahal,UV Gandhe,,upheld,False
2,2,5,Sunrisers Hyderabad,D Padikkal,JO Holder,S Ravi,,struck down,False
