match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
3,2016-04-11,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",74,47,12,0,157.45,st WP Saha b P Sahu,1
6,2016-04-14,Rising Pune Supergiants,Saurashtra Cricket Association Stadium,50,36,7,2,138.89,c I Sharma b M Ashwin,1
9,2016-04-16,Mumbai Indians,Wankhede Stadium,67,54,7,1,124.07,not out,1
15,2016-04-21,Sunrisers Hyderabad,Saurashtra Cricket Association Stadium,0,4,0,0,0.0,b B Kumar,1
31,2016-05-03,Delhi Daredevils,Saurashtra Cricket Association Stadium,5,5,1,0,100.0,c RR Pant b S Nadeem,3
34,2016-05-06,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",51,42,3,1,121.43,not out,5
38,2016-05-08,Kolkata Knight Riders,Eden Gardens,29,10,3,2,290.0,run out (MK Pandey),5
44,2016-05-14,Royal Challengers Bangalore,M Chinnaswamy Stadium,37,38,3,1,97.37,c S Aravind b Sachin Baby,5
51,2016-05-19,Kolkata Knight Riders,Green Park,26,23,1,2,113.04,"run out (AS Rajpoot, RV Uthappa)",5
54,2016-05-21,Mumbai Indians,Green Park,0,2,0,0,0.0,lbw b R Vinay Kumar,1
57,2016-05-24,Royal Challengers Bangalore,M Chinnaswamy Stadium,4,6,1,0,66.67,c CH Gayle b Iqbal Abdulla,1
59,2016-05-27,Sunrisers Hyderabad,Feroz Shah Kotla,50,32,7,2,156.25,b BCJ Cutting,5
