innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Royal Challengers Bengaluru,C Green,4.0,0,28,1,7.0,11,0,0
1,Royal Challengers Bengaluru,KV Sharma,3.0,0,42,1,14.0,5,0,0
1,Royal Challengers Bengaluru,Mohammed Siraj,4.0,0,29,2,7.25,13,3,0
1,Royal Challengers Bengaluru,Swapnil Singh,1.0,0,1,0,1.0,5,0,0
1,Royal Challengers Bengaluru,Vijaykumar Vyshak,3.3,1,23,2,6.57,9,1,0
1,Royal Challengers Bengaluru,Yash Dayal,4.0,0,21,2,5.25,10,0,0
2,Gujarat Titans,J Little,4.0,0,45,4,11.25,9,1,0
2,Gujarat Titans,MJ Suthar,2.0,0,26,0,13.0,4,0,0
2,Gujarat Titans,MM Sharma,2.0,0,32,0,16.0,2,0,0
2,Gujarat Titans,Noor Ahmad,4.0,0,23,2,5.75,12,0,0
2,Gujarat Titans,Rashid Khan,1.4,0,25,0,15.0,1,0,0
