innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Gujarat Titans,1,WP Saha,1,7,Shubman Gill,0,2,1,9
1,Gujarat Titans,2,B Sai Sudharsan,5,9,Shubman Gill,2,5,9,14
1,Gujarat Titans,3,M Shahrukh Khan,8,5,B Sai Sudharsan,1,5,9,10
1,Gujarat Titans,4,DA Miller,30,20,M Shahrukh Khan,27,17,61,37
1,Gujarat Titans,5,R Tewatia,5,4,M Shahrukh Khan,2,2,7,6
1,Gujarat Titans,6,R Tewatia,26,15,Rashid Khan,18,14,44,29
1,Gujarat Titans,7,V Shankar,1,1,R Tewatia,4,2,5,3
1,Gujarat Titans,8,V Shankar,9,5,MJ Suthar,1,2,11,7
1,Gujarat Titans,9,MM Sharma,0,1,V Shankar,0,0,0,1
1,Gujarat Titans,10,V Shankar,0,1,Noor Ahmad,0,0,0,1
2,Royal Challengers Bengaluru,1,V Kohli,28,12,F du Plessis,64,23,92,35
2,Royal Challengers Bengaluru,2,WG Jacks,1,3,V Kohli,6,3,7,6
2,Royal Challengers Bengaluru,3,RM Patidar,2,3,V Kohli,1,1,4,4
2,Royal Challengers Bengaluru,4,GJ Maxwell,4,3,V Kohli,0,0,4,3
2,Royal Challengers Bengaluru,5,V Kohli,3,9,C Green,1,2,4,11
2,Royal Challengers Bengaluru,6,KD Karthik,2,3,V Kohli,4,2,6,5
2,Royal Challengers Bengaluru,7,Swapnil Singh,15,9,KD Karthik,19,9,35,18
