innings,team,wicket_number,player_out,score,over
1,Gujarat Titans,1,WP Saha,1,2.3
1,Gujarat Titans,2,Shubman Gill,10,4.5
1,Gujarat Titans,3,B Sai Sudharsan,19,6.3
1,Gujarat Titans,4,DA Miller,80,12.4
1,Gujarat Titans,5,M Shahrukh Khan,87,13.4
1,Gujarat Titans,6,Rashid Khan,131,18.3
1,Gujarat Titans,7,R Tewatia,136,18.6
1,Gujarat Titans,8,MJ Suthar,147,20.1
1,Gujarat Titans,9,MM Sharma,147,20.2
1,Gujarat Titans,10,V Shankar,147,20.3
2,Royal Challengers Bengaluru,1,F du Plessis,92,6.5
2,Royal Challengers Bengaluru,2,WG Jacks,99,7.5
2,Royal Challengers Bengaluru,3,RM Patidar,103,8.3
2,Royal Challengers Bengaluru,4,GJ Maxwell,107,8.6
2,Royal Challengers Bengaluru,5,C Green,111,10.5
2,Royal Challengers Bengaluru,6,V Kohli,117,11.4
