innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Chennai Super Kings,RD Gaikwad,41,33,4,1,124.24,c AR Patel b A Nortje,1
1,Chennai Super Kings,DP Conway,87,49,8,5,177.55,c RR Pant b KK Ahmed,2
1,Chennai Super Kings,S Dube,32,19,2,2,168.42,c DA Warner b MR Marsh,3
1,Chennai Super Kings,AT Rayudu,5,6,1,0,83.33,c AR Patel b KK Ahmed,4
1,Chennai Super Kings,MS Dhoni,21,8,1,2,262.5,not out,5
1,Chennai Super Kings,MM Ali,9,4,2,0,225.0,c DA Warner b A Nortje,6
1,Chennai Super Kings,RV Uthappa,0,1,0,0,0.0,c KL Nagarkoti b A Nortje,7
1,Chennai Super Kings,DJ Bravo,1,1,0,0,100.0,not out,8
2,Delhi Capitals,DA Warner,19,12,1,2,158.33,lbw b M Theekshana,1
2,Delhi Capitals,KS Bharat,8,5,2,0,160.0,c MM Ali b Simarjeet Singh,2
2,Delhi Capitals,MR Marsh,25,20,3,1,125.0,c RD Gaikwad b MM Ali,3
2,Delhi Capitals,RR Pant,21,11,4,0,190.91,b MM Ali,4
2,Delhi Capitals,R Powell,3,9,0,0,33.33,c MS Dhoni b Mukesh Choudhary,5
2,Delhi Capitals,RV Patel,6,3,0,1,200.0,c DP Conway b MM Ali,6
2,Delhi Capitals,AR Patel,1,3,0,0,33.33,b Mukesh Choudhary,7
2,Delhi Capitals,SN Thakur,24,19,2,1,126.32,c MS Dhoni b DJ Bravo,8
2,Delhi Capitals,Kuldeep Yadav,5,17,0,0,29.41,c RV Uthappa b Simarjeet Singh,9
2,Delhi Capitals,A Nortje,1,6,0,0,16.67,not out,10
2,Delhi Capitals,KK Ahmed,0,1,0,0,0.0,b DJ Bravo,11
