innings,team,wicket_number,player_out,score,over
1,Sunrisers Hyderabad,1,Q de Kock,5,2.6
1,Sunrisers Hyderabad,2,PA Patel,15,3.5
1,Sunrisers Hyderabad,3,CL White,15,3.6
1,Sunrisers Hyderabad,4,GH Vihari,17,5.6
1,Sunrisers Hyderabad,5,KV Sharma,41,10.2
1,Sunrisers Hyderabad,6,NLTC Perera,44,11.4
1,Sunrisers Hyderabad,7,BB Samantray,75,15.6
1,Sunrisers Hyderabad,8,A Mishra,115,20.5
2,Pune Warriors,1,RV Uthappa,38,5.2
2,Pune Warriors,2,AJ Finch,38,5.3
2,Pune Warriors,3,TL Suman,57,9.3
2,Pune Warriors,4,SPD Smith,76,13.3
2,Pune Warriors,5,MR Marsh,101,17.6
2,Pune Warriors,6,AM Nayar,101,18.2
2,Pune Warriors,7,AD Mathews,107,19.2
2,Pune Warriors,8,B Kumar,108,19.4
2,Pune Warriors,9,R Sharma,108,19.5
2,Pune Warriors,10,AB Dinda,108,19.6
