innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
2,16,3,Kolkata Knight Riders,SA Yadav,SP Narine,UV Gandhe,wicket,struck down,False
2,18,2,Kolkata Knight Riders,N Wadhera,LH Ferguson,UV Gandhe,wicket,upheld,False
