match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
14,2022-04-06,Mumbai Indians,"Maharashtra Cricket Association Stadium, Pune",3.0,0,18,0,6.0,6,0,0
19,2022-04-10,Delhi Capitals,"Brabourne Stadium, Mumbai",1.0,0,10,0,10.0,2,0,0
