innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Royal Challengers Bangalore,B Akhil,4.0,0,34,0,8.5,9,0,0
1,Royal Challengers Bangalore,DW Steyn,4.0,0,40,0,10.0,11,3,0
1,Royal Challengers Bangalore,JH Kallis,4.0,0,36,0,9.0,4,0,0
1,Royal Challengers Bangalore,P Kumar,4.0,0,29,1,7.25,8,0,0
1,Royal Challengers Bangalore,Z Khan,4.0,0,38,3,9.5,11,0,0
2,Chennai Super Kings,JA Morkel,4.0,0,38,1,9.5,6,3,0
2,Chennai Super Kings,JDP Oram,4.0,0,27,0,6.75,10,2,0
2,Chennai Super Kings,Joginder Sharma,3.4,0,27,2,7.36,4,1,0
2,Chennai Super Kings,MS Gony,4.0,0,34,3,8.5,10,0,0
2,Chennai Super Kings,P Amarnath,4.0,0,38,2,9.5,5,0,0
