innings,team,wicket_number,player_out,score,over
1,Chennai Super Kings,1,ML Hayden,22,4.6
1,Chennai Super Kings,2,PA Patel,42,7.3
1,Chennai Super Kings,3,SK Raina,83,12.6
1,Chennai Super Kings,4,MS Dhoni,178,20.5
1,Chennai Super Kings,5,MEK Hussey,178,20.6
2,Royal Challengers Bangalore,1,B Chipli,13,4.1
2,Royal Challengers Bangalore,2,W Jaffer,102,11.6
2,Royal Challengers Bangalore,3,JH Kallis,127,15.1
2,Royal Challengers Bangalore,4,LRPL Taylor,132,16.1
2,Royal Challengers Bangalore,5,MV Boucher,142,17.2
2,Royal Challengers Bangalore,6,R Dravid,143,17.4
2,Royal Challengers Bangalore,7,V Kohli,149,18.2
2,Royal Challengers Bangalore,8,Z Khan,161,19.5
2,Royal Challengers Bangalore,9,P Kumar,162,19.6
2,Royal Challengers Bangalore,10,DW Steyn,165,20.4
