innings,team,wicket_number,player_out,score,over
1,Mumbai Indians,1,JM Bairstow,84,8.2
1,Mumbai Indians,2,SA Yadav,143,13.6
1,Mumbai Indians,3,RG Sharma,186,17.4
1,Mumbai Indians,4,Tilak Varma,194,18.2
1,Mumbai Indians,5,Naman Dhir,206,19.4
2,Gujarat Titans,1,Shubman Gill,3,1.4
2,Gujarat Titans,2,BKG Mendis,67,7.2
2,Gujarat Titans,3,Washington Sundar,151,14.4
2,Gujarat Titans,4,B Sai Sudharsan,170,16.4
2,Gujarat Titans,5,SE Rutherford,193,19.1
2,Gujarat Titans,6,M Shahrukh Khan,208,20.4
