innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Deccan Chargers,1,PA Patel,19,13,S Dhawan,16,11,39,24
1,Deccan Chargers,2,PA Patel,5,5,CL White,5,7,11,12
1,Deccan Chargers,3,CL White,20,17,KC Sangakkara,12,14,33,31
1,Deccan Chargers,4,JP Duminy,18,16,CL White,53,22,75,38
1,Deccan Chargers,5,JP Duminy,8,8,IR Jaggi,10,7,19,15
2,Pune Warriors,1,MK Pandey,8,9,JD Ryder,7,6,15,15
2,Pune Warriors,2,SC Ganguly,12,6,MK Pandey,13,11,28,17
2,Pune Warriors,3,RV Uthappa,17,13,SC Ganguly,11,14,30,27
2,Pune Warriors,4,MN Samuels,2,6,RV Uthappa,12,14,15,20
2,Pune Warriors,5,SPD Smith,2,3,MN Samuels,1,2,3,5
2,Pune Warriors,6,SPD Smith,24,10,M Manhas,6,8,32,17
2,Pune Warriors,7,M Manhas,16,6,AC Thomas,12,9,29,15
2,Pune Warriors,8,B Kumar,7,4,M Manhas,0,0,7,4
