innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Deccan Chargers,PA Patel,24,18,3,1,133.33,c MK Pandey b B Kumar,1
1,Deccan Chargers,S Dhawan,16,11,1,1,145.45,"run out (MK Pandey, RV Uthappa)",2
1,Deccan Chargers,CL White,78,46,6,5,169.57,c AC Thomas b MN Samuels,3
1,Deccan Chargers,KC Sangakkara,12,14,1,0,85.71,b R Sharma,4
1,Deccan Chargers,JP Duminy,26,24,0,1,108.33,not out,5
1,Deccan Chargers,IR Jaggi,10,7,0,0,142.86,not out,6
2,Pune Warriors,MK Pandey,21,20,2,1,105.0,b J Theron,1
2,Pune Warriors,JD Ryder,7,6,1,0,116.67,c DJ Harris b Ankit Sharma,2
2,Pune Warriors,SC Ganguly,23,20,3,1,115.0,c DJ Harris b MS Gony,3
2,Pune Warriors,RV Uthappa,29,27,2,1,107.41,b A Ashish Reddy,4
2,Pune Warriors,MN Samuels,3,8,0,0,37.5,c KC Sangakkara b A Ashish Reddy,5
2,Pune Warriors,SPD Smith,26,13,0,3,200.0,c JP Duminy b J Theron,6
2,Pune Warriors,M Manhas,22,14,0,2,157.14,not out,7
2,Pune Warriors,AC Thomas,12,9,0,1,133.33,run out (PA Patel),8
2,Pune Warriors,B Kumar,7,4,1,0,175.0,not out,9
