innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,3,4,Sunrisers Hyderabad,RV Uthappa,B Kumar,A Nand Kishore,,upheld,False
1,18,6,Sunrisers Hyderabad,Shivam Mavi,Rashid Khan,AK Chaudhary,,struck down,False
2,16,6,Kolkata Knight Riders,DJ Hooda,PP Chawla,A Nand Kishore,,struck down,False
