match_number,date,opponent,catches,stumpings,run_outs
2,2012-04-05,Delhi Daredevils,1,0,0
7,2012-04-08,Rajasthan Royals,0,0,1
41,2012-04-30,Chennai Super Kings,1,0,0
47,2012-05-05,Pune Warriors,2,0,0
65,2012-05-16,Mumbai Indians,1,0,0
