innings,team,wicket_number,player_out,score,over
1,Kolkata Knight Riders,1,PD Salt,56,5.2
1,Kolkata Knight Riders,2,SP Narine,66,6.2
1,Kolkata Knight Riders,3,A Raghuvanshi,75,6.6
1,Kolkata Knight Riders,4,VR Iyer,97,9.2
1,Kolkata Knight Riders,5,RK Singh,137,14.1
1,Kolkata Knight Riders,6,SS Iyer,179,18.2
2,Royal Challengers Bengaluru,1,V Kohli,27,3.1
2,Royal Challengers Bengaluru,2,F du Plessis,35,4.1
2,Royal Challengers Bengaluru,3,WG Jacks,137,12.1
2,Royal Challengers Bengaluru,4,RM Patidar,138,12.4
2,Royal Challengers Bengaluru,5,C Green,151,13.3
2,Royal Challengers Bengaluru,6,MK Lomror,155,13.6
2,Royal Challengers Bengaluru,7,SS Prabhudessai,187,18.2
2,Royal Challengers Bengaluru,8,KD Karthik,202,19.6
2,Royal Challengers Bengaluru,9,KV Sharma,220,20.5
2,Royal Challengers Bengaluru,10,LH Ferguson,221,20.6
