innings,over,ball,team,player_in,player_out,reason
2,7,1,Kolkata Knight Riders,Suyash Sharma,RK Singh,impact_player
2,12,5,Royal Challengers Bengaluru,SS Prabhudessai,Yash Dayal,impact_player
