innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Chennai Super Kings,SR Watson,31,29,4,0,106.9,b S Nadeem,1
1,Chennai Super Kings,F du Plessis,45,31,3,3,145.16,c JM Bairstow b V Shankar,2
1,Chennai Super Kings,SK Raina,13,13,2,0,100.0,lbw b Rashid Khan,3
1,Chennai Super Kings,AT Rayudu,25,21,2,0,119.05,not out,4
1,Chennai Super Kings,KM Jadhav,1,2,0,0,50.0,lbw b Rashid Khan,5
1,Chennai Super Kings,SW Billings,0,4,0,0,0.0,c V Shankar b KK Ahmed,6
1,Chennai Super Kings,RA Jadeja,10,20,0,0,50.0,not out,7
2,Sunrisers Hyderabad,DA Warner,50,25,10,0,200.0,c F du Plessis b DL Chahar,1
2,Sunrisers Hyderabad,JM Bairstow,61,44,3,3,138.64,not out,2
2,Sunrisers Hyderabad,KS Williamson,3,5,0,0,60.0,c & b Imran Tahir,3
2,Sunrisers Hyderabad,V Shankar,7,11,0,0,63.64,c SW Billings b Imran Tahir,4
2,Sunrisers Hyderabad,DJ Hooda,13,16,1,0,81.25,c F du Plessis b KV Sharma,5
