innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Gujarat Titans,B Sai Sudharsan,100,58,11,5,172.41,c & b JR Hazlewood,1
1,Gujarat Titans,Shubman Gill,32,24,2,1,133.33,c D Padikkal b Suyash Sharma,2
1,Gujarat Titans,JC Buttler,25,16,2,1,156.25,c JR Hazlewood b B Kumar,3
1,Gujarat Titans,Washington Sundar,19,12,1,1,158.33,not out,4
1,Gujarat Titans,JO Holder,23,10,1,2,230.0,not out,5
2,Royal Challengers Bengaluru,JG Bethell,14,10,3,0,140.0,c M Shahrukh Khan b Mohammed Siraj,1
2,Royal Challengers Bengaluru,V Kohli,81,44,8,4,184.09,b JO Holder,2
2,Royal Challengers Bengaluru,D Padikkal,55,27,2,6,203.7,b Rashid Khan,3
2,Royal Challengers Bengaluru,RM Patidar,8,5,0,1,160.0,c Washington Sundar b MJ Suthar,4
2,Royal Challengers Bengaluru,JM Sharma,10,6,1,1,166.67,c MJ Suthar b Rashid Khan,5
2,Royal Challengers Bengaluru,TH David,10,9,0,1,111.11,not out,6
2,Royal Challengers Bengaluru,KH Pandya,23,12,3,1,191.67,not out,7
