innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Rising Pune Supergiants,AM Rahane,4,5,0,0,80.0,c KH Pandya b MJ McClenaghan,1
1,Rising Pune Supergiants,SS Tiwary,57,45,4,2,126.67,c HH Pandya b JJ Bumrah,2
1,Rising Pune Supergiants,SPD Smith,45,23,4,3,195.65,c PA Patel b JJ Bumrah,3
1,Rising Pune Supergiants,PSP Handscomb,6,12,0,0,50.0,c JC Buttler b Harbhajan Singh,4
1,Rising Pune Supergiants,MS Dhoni,24,24,2,0,100.0,c AT Rayudu b JJ Bumrah,5
1,Rising Pune Supergiants,NLTC Perera,12,9,0,1,133.33,not out,6
1,Rising Pune Supergiants,R Bhatia,3,2,0,0,150.0,not out,7
2,Mumbai Indians,RG Sharma,85,60,8,3,141.67,not out,1
2,Mumbai Indians,PA Patel,21,15,4,0,140.0,c MS Dhoni b AB Dinda,2
2,Mumbai Indians,AT Rayudu,22,19,1,1,115.79,c AM Rahane b R Ashwin,3
2,Mumbai Indians,JC Buttler,27,17,2,1,158.82,not out,4
