innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Mumbai Indians,HH Pandya,2.0,0,14,0,7.0,5,2,0
1,Mumbai Indians,Harbhajan Singh,4.0,0,25,1,6.25,5,2,0
1,Mumbai Indians,JJ Bumrah,4.0,0,29,3,7.25,9,0,0
1,Mumbai Indians,KH Pandya,2.0,0,28,0,14.0,4,1,0
1,Mumbai Indians,MJ McClenaghan,4.0,0,27,1,6.75,12,1,0
1,Mumbai Indians,TG Southee,4.0,0,35,0,8.75,7,1,0
2,Rising Pune Supergiants,AB Dinda,3.0,0,33,1,11.0,7,1,0
2,Rising Pune Supergiants,M Ashwin,2.3,0,25,0,10.0,3,0,0
2,Rising Pune Supergiants,NLTC Perera,4.0,0,35,0,8.75,8,0,0
2,Rising Pune Supergiants,R Ashwin,3.0,0,21,1,7.0,6,0,0
2,Rising Pune Supergiants,R Bhatia,3.0,0,20,0,6.67,3,0,0
2,Rising Pune Supergiants,SM Boland,3.0,0,23,0,7.67,6,1,0
