match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
9,2009-04-23,Chennai Super Kings,Kingsmead,50,27,7,2,185.19,c SK Raina b JA Morkel,4
14,2009-04-26,Royal Challengers Bangalore,St George's Park,67,47,5,2,142.55,not out,3
18,2009-04-28,Rajasthan Royals,SuperSport Park,7,10,1,0,70.0,c SA Asnodkar b MM Patel,4
21,2009-04-30,Deccan Chargers,SuperSport Park,52,46,4,3,113.04,not out,4
26,2009-05-02,Chennai Super Kings,New Wanderers Stadium,13,13,0,1,100.0,b SB Jakati,4
31,2009-05-05,Kolkata Knight Riders,Kingsmead,42,34,5,1,123.53,not out,3
35,2009-05-08,Mumbai Indians,Buffalo Park,17,19,2,0,89.47,c PR Shah b SL Malinga,3
39,2009-05-10,Kolkata Knight Riders,New Wanderers Stadium,1,2,0,0,50.0,c MC Henriques b I Sharma,4
43,2009-05-13,Deccan Chargers,Kingsmead,37,18,7,1,205.56,c DB Ravi Teja b A Symonds,3
46,2009-05-15,Kings XI Punjab,OUTsurance Oval,10,19,1,0,52.63,c Yuvraj Singh b S Sreesanth,3
50,2009-05-17,Rajasthan Royals,OUTsurance Oval,33,41,1,0,80.49,b J Botha,4
55,2009-05-21,Mumbai Indians,SuperSport Park,24,14,2,2,171.43,c PR Shah b Harbhajan Singh,4
57,2009-05-22,Deccan Chargers,SuperSport Park,65,51,7,1,127.45,"run out (TL Suman, AC Gilchrist)",4
