match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
3,2025-03-23,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",2.1,0,24,0,11.08,5,0,0
9,2025-03-29,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",3.0,0,25,0,8.33,5,0,0
12,2025-03-31,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",3.2,0,17,1,5.1,11,1,0
16,2025-04-04,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,46,0,11.5,5,0,0
20,2025-04-07,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",4.0,0,40,0,10.0,6,1,0
29,2025-04-13,Delhi Capitals,"Arun Jaitley Stadium, Delhi",4.0,0,43,2,10.75,2,3,0
33,2025-04-17,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",1.0,0,8,0,8.0,1,0,0
38,2025-04-20,Chennai Super Kings,"Wankhede Stadium, Mumbai",3.0,0,14,1,4.67,6,2,0
41,2025-04-23,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4.0,0,19,0,4.75,9,0,0
63,2025-05-21,Delhi Capitals,"Wankhede Stadium, Mumbai",4.0,0,11,3,2.75,16,0,0
69,2025-05-26,Punjab Kings,"Sawai Mansingh Stadium, Jaipur",4.0,0,41,2,10.25,7,3,0
72,2025-05-30,Gujarat Titans,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",1.0,0,10,1,10.0,2,0,0
73,2025-06-01,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",2.0,0,15,0,7.5,1,0,0
