cricsheet_match_id,match_number,date,venue,team_1,team_2,toss_winner,toss_decision,winner,result,win_by_runs,win_by_wickets,player_of_match,team_1_score,team_2_score,team_1_overs,team_2_overs,method,target_overs,match_stage,umpire_1,umpire_2,tv_umpire,match_referee
1304047,1,2022-03-26,"Wankhede Stadium, Mumbai",Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,,0,6,UT Yadav,131/5,133/4,20.0,18.3,,20,league,AK Chaudhary,Nitin Menon,VK Sharma,M Nayyar
1304048,2,2022-03-27,"Brabourne Stadium, Mumbai",Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,,0,4,Kuldeep Yadav,177/5,179/6,20.0,18.2,,20,league,RJ Tucker,HAS Khalid,J Madanagopal,Prakash Bhatt
1304049,3,2022-03-27,"Dr DY Patil Sports Academy, Mumbai",Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,Punjab Kings,,0,5,OF Smith,205/2,208/5,20.0,19.0,,20,league,Nitin Menon,YC Barde,AK Chaudhary,M Nayyar
1304050,4,2022-03-28,"Wankhede Stadium, Mumbai",Lucknow Super Giants,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,,0,5,Mohammed Shami,158/6,161/5,20.0,19.4,,20,league,PG Pathak,VK Sharma,RJ Tucker,DS Manohar
1304051,5,2022-03-29,"Maharashtra Cricket Association Stadium, Pune",Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajasthan Royals,,61,0,SV Samson,210/6,149/7,20.0,20.0,,20,league,BNJ Oxenford,UV Gandhe,KN Ananthapadmanabhan,Shakti Singh
1304052,6,2022-03-30,"Dr DY Patil Sports Academy, Mumbai",Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,0,3,PWH de Silva,128/10,132/7,18.5,19.2,,20,league,J Madanagopal,Navdeep Singh,Nitin Menon,M Nayyar
1304053,7,2022-03-31,"Brabourne Stadium, Mumbai",Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,,0,6,E Lewis,210/7,211/4,20.0,19.3,,20,league,RJ Tucker,VK Sharma,YC Barde,J Srinath
1304054,8,2022-04-01,"Wankhede Stadium, Mumbai",Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,,0,6,UT Yadav,137/10,141/4,18.2,14.3,,20,league,AK Chaudhary,HAS Khalid,J Madanagopal,Prakash Bhatt
1304055,9,2022-04-02,"Dr DY Patil Sports Academy, Mumbai",Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,Rajasthan Royals,,23,0,JC Buttler,193/8,170/8,20.0,20.0,,20,league,Nitin Menon,PG Pathak,VK Sharma,DS Manohar
1304056,10,2022-04-02,"Maharashtra Cricket Association Stadium, Pune",Gujarat Titans,Delhi Capitals,Delhi Capitals,field,Gujarat Titans,,14,0,LH Ferguson,171/6,157/9,20.0,20.0,,20,league,KN Ananthapadmanabhan,UV Gandhe,BNJ Oxenford,Shakti Singh
1304057,11,2022-04-03,"Brabourne Stadium, Mumbai",Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,Punjab Kings,,54,0,LS Livingstone,180/8,126/10,20.0,18.0,,20,league,RJ Tucker,YC Barde,AK Chaudhary,J Srinath
1304058,12,2022-04-04,"Dr DY Patil Sports Academy, Mumbai",Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Lucknow Super Giants,,12,0,Avesh Khan,169/7,157/9,20.0,20.0,,20,league,J Madanagopal,Navdeep Singh,VK Sharma,M Nayyar
1304059,13,2022-04-05,"Wankhede Stadium, Mumbai",Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,0,4,KD Karthik,169/3,173/6,20.0,19.1,,20,league,AK Chaudhary,HAS Khalid,Nitin Menon,Prakash Bhatt
1304060,14,2022-04-06,"Maharashtra Cricket Association Stadium, Pune",Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,,0,5,PJ Cummins,161/4,162/5,20.0,16.0,,20,league,BNJ Oxenford,KN Ananthapadmanabhan,UV Gandhe,V Narayan Kutty
1304061,15,2022-04-07,"Dr DY Patil Sports Academy, Mumbai",Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,,0,6,Q de Kock,149/3,155/4,20.0,19.4,,20,league,RJ Tucker,Tapan Sharma,J Madanagopal,Shakti Singh
1304062,16,2022-04-08,"Brabourne Stadium, Mumbai",Punjab Kings,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,,0,6,Shubman Gill,189/9,190/4,20.0,20.0,,20,league,AK Chaudhary,VK Sharma,PG Pathak,J Srinath
1304063,17,2022-04-09,"Dr DY Patil Sports Academy, Mumbai",Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,,0,8,Abhishek Sharma,154/7,155/2,20.0,17.4,,20,league,Navdeep Singh,Nitin Menon,YC Barde,J Srinath
