player,cricsheet_id
TU Deshpande,46a9bea1
Tapan Sharma,b9aa2b6e
Tilak Varma,b0482a1d
UT Yadav,cc1e8c68
UV Gandhe,43dd4011
Umran Malik,81c08fa3
V Kohli,ba607b88
V Narayan Kutty,4bacee3d
V Shankar,0994d0ae
VG Arora,7c3b3b78
VK Sharma,a7a49df4
VR Aaron,0a3d54b9
VR Iyer,a24be938
Vinod Seshan,a3357a27
WP Saha,fe11caa6
Washington Sundar,f19ccfad
YBK Jaiswal,6c19c6e5
YC Barde,b90f3346
YS Chahal,57ee1fde
Yash Dayal,7210d461
