innings,team,wicket_number,player_out,score,over
1,Rising Pune Supergiants,1,AM Rahane,27,4.5
1,Rising Pune Supergiants,2,KP Pietersen,113,14.6
1,Rising Pune Supergiants,3,F du Plessis,132,16.4
1,Rising Pune Supergiants,4,SPD Smith,134,17.2
1,Rising Pune Supergiants,5,MR Marsh,143,19.4
2,Gujarat Lions,1,AJ Finch,85,9.3
2,Gujarat Lions,2,BB McCullum,120,14.1
2,Gujarat Lions,3,SK Raina,147,17.1
