innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Rising Pune Supergiants,AM Rahane,21,17,4,0,123.53,lbw b PV Tambe,1
1,Rising Pune Supergiants,F du Plessis,69,43,5,4,160.47,st KD Karthik b PV Tambe,2
1,Rising Pune Supergiants,KP Pietersen,37,31,2,1,119.35,b DJ Bravo,3
1,Rising Pune Supergiants,SPD Smith,5,6,0,0,83.33,c JP Faulkner b RA Jadeja,4
1,Rising Pune Supergiants,MS Dhoni,22,10,2,1,220.0,not out,5
1,Rising Pune Supergiants,MR Marsh,7,11,0,0,63.64,b RA Jadeja,6
1,Rising Pune Supergiants,R Bhatia,0,2,0,0,0.0,not out,7
2,Gujarat Lions,AJ Finch,50,36,7,2,138.89,c I Sharma b M Ashwin,1
2,Gujarat Lions,BB McCullum,49,31,3,3,158.06,c F du Plessis b I Sharma,2
2,Gujarat Lions,SK Raina,24,24,1,0,100.0,st MS Dhoni b M Ashwin,3
2,Gujarat Lions,DJ Bravo,22,10,3,1,220.0,not out,4
2,Gujarat Lions,RA Jadeja,4,8,0,0,50.0,not out,5
