innings,team,wicket_number,player_out,score,over
1,Deccan Chargers,1,AC Gilchrist,63,7.5
1,Deccan Chargers,2,DR Smith,124,13.5
1,Deccan Chargers,3,RG Sharma,136,15.4
1,Deccan Chargers,4,VVS Laxman,137,15.6
1,Deccan Chargers,5,HH Gibbs,141,16.4
1,Deccan Chargers,6,Y Venugopal Rao,156,18.4
1,Deccan Chargers,7,RP Singh,161,19.4
1,Deccan Chargers,8,FH Edwards,163,20.2
1,Deccan Chargers,9,DB Ravi Teja,168,20.6
2,Mumbai Indians,1,ST Jayasuriya,4,2.4
2,Mumbai Indians,2,SR Tendulkar,86,11.5
2,Mumbai Indians,3,S Dhawan,92,13.3
2,Mumbai Indians,4,JP Duminy,105,15.3
2,Mumbai Indians,5,AM Nayar,120,17.2
2,Mumbai Indians,6,DJ Bravo,144,19.2
2,Mumbai Indians,7,Harbhajan Singh,154,20.3
