innings,team,wicket_number,player_out,score,over
1,Gujarat Titans,1,WP Saha,0,1.3
1,Gujarat Titans,2,B Sai Sudharsan,147,15.1
1,Gujarat Titans,3,HH Pandya,156,16.2
1,Gujarat Titans,4,DA Miller,169,17.4
1,Gujarat Titans,5,R Tewatia,175,18.3
1,Gujarat Titans,6,Shubman Gill,186,20.1
1,Gujarat Titans,7,Rashid Khan,186,20.2
1,Gujarat Titans,8,Noor Ahmad,186,20.3
1,Gujarat Titans,9,Mohammed Shami,187,20.5
2,Sunrisers Hyderabad,1,Anmolpreet Singh,6,1.5
2,Sunrisers Hyderabad,2,Abhishek Sharma,11,2.4
2,Sunrisers Hyderabad,3,RA Tripathi,12,3.1
2,Sunrisers Hyderabad,4,AK Markram,29,5.2
2,Sunrisers Hyderabad,5,Sanvir Singh,45,7.1
2,Sunrisers Hyderabad,6,Abdul Samad,49,7.4
2,Sunrisers Hyderabad,7,M Jansen,59,9.6
2,Sunrisers Hyderabad,8,H Klaasen,127,17.5
2,Sunrisers Hyderabad,9,B Kumar,147,19.4
