innings,team,over,ball,batter,bowler,non_striker,batter_runs,extra_runs,total_runs,is_boundary,non_boundary_run,extra_type,wides,noballs,byes,legbyes,penalty,is_wicket,wicket_kind,player_out,fielder,phase
1,Lucknow Super Giants,1,1,JP Inglis,Arshdeep Singh,AA Kulkarni,4,0,4,True,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,1,2,JP Inglis,Arshdeep Singh,AA Kulkarni,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,1,3,JP Inglis,Arshdeep Singh,AA Kulkarni,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,1,4,JP Inglis,Arshdeep Singh,AA Kulkarni,4,0,4,True,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,1,5,JP Inglis,Arshdeep Singh,AA Kulkarni,4,0,4,True,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,1,6,JP Inglis,Arshdeep Singh,AA Kulkarni,4,0,4,True,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,2,1,AA Kulkarni,Azmatullah Omarzai,JP Inglis,0,0,0,False,False,,0,0,0,0,0,True,caught,AA Kulkarni,P Simran Singh,powerplay
1,Lucknow Super Giants,2,2,N Pooran,Azmatullah Omarzai,JP Inglis,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,2,3,N Pooran,Azmatullah Omarzai,JP Inglis,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,2,4,N Pooran,Azmatullah Omarzai,JP Inglis,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,2,5,N Pooran,Azmatullah Omarzai,JP Inglis,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,2,6,N Pooran,Azmatullah Omarzai,JP Inglis,1,0,1,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,3,1,N Pooran,M Jansen,JP Inglis,1,0,1,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,3,2.wides,JP Inglis,M Jansen,N Pooran,0,1,1,False,False,wides,1,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,3,2,JP Inglis,M Jansen,N Pooran,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,3,3,JP Inglis,M Jansen,N Pooran,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,3,4,JP Inglis,M Jansen,N Pooran,0,1,1,False,False,legbyes,0,0,0,1,0,False,,,,powerplay
1,Lucknow Super Giants,3,5,N Pooran,M Jansen,JP Inglis,0,0,0,False,False,,0,0,0,0,0,True,bowled,N Pooran,,powerplay
1,Lucknow Super Giants,3,6,A Badoni,M Jansen,JP Inglis,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,4,1,JP Inglis,Azmatullah Omarzai,A Badoni,1,0,1,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,4,2,A Badoni,Azmatullah Omarzai,JP Inglis,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,4,3,A Badoni,Azmatullah Omarzai,JP Inglis,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,4,4,A Badoni,Azmatullah Omarzai,JP Inglis,1,0,1,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,4,5,JP Inglis,Azmatullah Omarzai,A Badoni,1,0,1,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,4,6,A Badoni,Azmatullah Omarzai,JP Inglis,1,0,1,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,5,1,A Badoni,M Jansen,JP Inglis,4,0,4,True,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,5,2,A Badoni,M Jansen,JP Inglis,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,5,3,A Badoni,M Jansen,JP Inglis,4,0,4,True,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,5,4,A Badoni,M Jansen,JP Inglis,6,0,6,True,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,5,5,A Badoni,M Jansen,JP Inglis,4,0,4,True,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,5,6,A Badoni,M Jansen,JP Inglis,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,6,1,JP Inglis,Azmatullah Omarzai,A Badoni,1,0,1,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,6,2.wides,A Badoni,Azmatullah Omarzai,JP Inglis,0,1,1,False,False,wides,1,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,6,2,A Badoni,Azmatullah Omarzai,JP Inglis,4,0,4,True,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,6,3,A Badoni,Azmatullah Omarzai,JP Inglis,6,0,6,True,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,6,4,A Badoni,Azmatullah Omarzai,JP Inglis,6,0,6,True,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,6,5,A Badoni,Azmatullah Omarzai,JP Inglis,2,0,2,False,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,6,6,A Badoni,Azmatullah Omarzai,JP Inglis,4,0,4,True,False,,0,0,0,0,0,False,,,,powerplay
1,Lucknow Super Giants,7,1,JP Inglis,YS Chahal,A Badoni,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,7,2,A Badoni,YS Chahal,JP Inglis,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,7,3,JP Inglis,YS Chahal,A Badoni,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,7,4,A Badoni,YS Chahal,JP Inglis,0,0,0,False,False,,0,0,0,0,0,True,stumped,A Badoni,P Simran Singh,middle
1,Lucknow Super Giants,7,5,RR Pant,YS Chahal,JP Inglis,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,7,6,JP Inglis,YS Chahal,RR Pant,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,8,1,JP Inglis,Vijaykumar Vyshak,RR Pant,0,0,0,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,8,2,JP Inglis,Vijaykumar Vyshak,RR Pant,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,8,3,RR Pant,Vijaykumar Vyshak,JP Inglis,4,0,4,True,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,8,4,RR Pant,Vijaykumar Vyshak,JP Inglis,0,0,0,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,8,5,RR Pant,Vijaykumar Vyshak,JP Inglis,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,8,6.wides,JP Inglis,Vijaykumar Vyshak,RR Pant,0,1,1,False,False,wides,1,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,8,6,JP Inglis,Vijaykumar Vyshak,RR Pant,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,9,1,JP Inglis,YS Chahal,RR Pant,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,9,2,RR Pant,YS Chahal,JP Inglis,2,0,2,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,9,3,RR Pant,YS Chahal,JP Inglis,4,0,4,True,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,9,4,RR Pant,YS Chahal,JP Inglis,0,0,0,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,9,5,RR Pant,YS Chahal,JP Inglis,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,9,6,JP Inglis,YS Chahal,RR Pant,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,10,1,JP Inglis,Vijaykumar Vyshak,RR Pant,0,0,0,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,10,2,JP Inglis,Vijaykumar Vyshak,RR Pant,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,10,3,RR Pant,Vijaykumar Vyshak,JP Inglis,0,0,0,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,10,4,RR Pant,Vijaykumar Vyshak,JP Inglis,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,10,5,JP Inglis,Vijaykumar Vyshak,RR Pant,4,0,4,True,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,10,6,JP Inglis,Vijaykumar Vyshak,RR Pant,6,0,6,True,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,11,1,RR Pant,YS Chahal,JP Inglis,0,0,0,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,11,2,RR Pant,YS Chahal,JP Inglis,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,11,3,JP Inglis,YS Chahal,RR Pant,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,11,4,RR Pant,YS Chahal,JP Inglis,0,0,0,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,11,5,RR Pant,YS Chahal,JP Inglis,0,0,0,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,11,6,RR Pant,YS Chahal,JP Inglis,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,12,1,RR Pant,Arshdeep Singh,JP Inglis,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,12,2.wides,JP Inglis,Arshdeep Singh,RR Pant,0,1,1,False,False,wides,1,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,12,2,JP Inglis,Arshdeep Singh,RR Pant,6,0,6,True,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,12,3,JP Inglis,Arshdeep Singh,RR Pant,4,0,4,True,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,12,4,JP Inglis,Arshdeep Singh,RR Pant,2,0,2,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,12,5,JP Inglis,Arshdeep Singh,RR Pant,4,0,4,True,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,12,6,JP Inglis,Arshdeep Singh,RR Pant,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,13,1,JP Inglis,Shashank Singh,RR Pant,0,0,0,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,13,2,JP Inglis,Shashank Singh,RR Pant,0,0,0,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,13,3,JP Inglis,Shashank Singh,RR Pant,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,13,4,RR Pant,Shashank Singh,JP Inglis,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,13,5,JP Inglis,Shashank Singh,RR Pant,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,13,6,RR Pant,Shashank Singh,JP Inglis,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Lucknow Super Giants,14,1,RR Pant,YS Chahal,JP Inglis,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
