innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Punjab Kings,Arshdeep Singh,3.0,0,52,0,17.33,5,4,0
1,Punjab Kings,Azmatullah Omarzai,3.0,0,29,1,9.67,7,1,0
1,Punjab Kings,M Jansen,4.0,0,33,2,8.25,9,1,0
1,Punjab Kings,Shashank Singh,3.0,0,29,1,9.67,5,1,0
1,Punjab Kings,Vijaykumar Vyshak,3.0,0,26,0,8.67,5,1,0
1,Punjab Kings,YS Chahal,4.0,0,25,2,6.25,7,0,0
2,Lucknow Super Giants,Arjun Tendulkar,4.0,0,36,1,9.0,6,0,0
2,Lucknow Super Giants,DS Rathi,3.0,0,39,0,13.0,1,0,0
2,Lucknow Super Giants,Mohammed Shami,4.0,0,45,2,11.25,10,2,0
2,Lucknow Super Giants,Mohsin Khan,4.0,0,48,0,12.0,3,0,0
2,Lucknow Super Giants,Prince Yadav,3.0,0,32,0,10.67,4,1,0
