match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
4,2014-04-18,Sunrisers Hyderabad,Sheikh Zayed Stadium,48,32,4,1,150.0,not out,5
7,2014-04-20,Kings XI Punjab,Sharjah Cricket Stadium,12,8,0,1,150.0,c DA Miller b MG Johnson,5
10,2014-04-23,Chennai Super Kings,Dubai International Cricket Stadium,8,11,0,0,72.73,c F du Plessis b MM Sharma,5
19,2014-04-29,Kolkata Knight Riders,Sheikh Zayed Stadium,0,1,0,0,0.0,c MS Bisla b M Morkel,5
25,2014-05-05,Kolkata Knight Riders,"Sardar Patel Stadium, Motera",11,9,0,1,122.22,c RN ten Doeschate b R Vinay Kumar,5
30,2014-05-08,Sunrisers Hyderabad,"Sardar Patel Stadium, Motera",12,19,0,0,63.16,run out (DA Warner),5
35,2014-05-11,Royal Challengers Bangalore,M Chinnaswamy Stadium,1,2,0,0,50.0,c RR Rossouw b Yuvraj Singh,4
37,2014-05-13,Chennai Super Kings,JSCA International Stadium Complex,22,17,0,2,129.41,c F du Plessis b RA Jadeja,5
41,2014-05-15,Delhi Daredevils,"Sardar Patel Stadium, Motera",0,2,0,0,0.0,st KD Karthik b Imran Tahir,5
44,2014-05-19,Mumbai Indians,"Sardar Patel Stadium, Motera",2,10,0,0,20.0,st AP Tare b S Gopal,7
52,2014-05-23,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",7,10,0,0,70.0,c SE Marsh b Karanveer Singh,5
