innings,team,wicket_number,player_out,score,over
1,Delhi Capitals,1,PP Shaw,68,7.4
1,Delhi Capitals,2,S Dhawan,82,10.4
1,Delhi Capitals,3,SS Iyer,90,12.3
1,Delhi Capitals,4,RR Pant,179,19.2
2,Royal Challengers Bangalore,1,D Padikkal,20,3.6
2,Royal Challengers Bangalore,2,AJ Finch,27,4.6
2,Royal Challengers Bangalore,3,AB de Villiers,43,6.5
2,Royal Challengers Bangalore,4,MM Ali,75,12.6
2,Royal Challengers Bangalore,5,V Kohli,94,14.3
2,Royal Challengers Bangalore,6,Washington Sundar,115,16.6
2,Royal Challengers Bangalore,7,S Dube,118,18.1
2,Royal Challengers Bangalore,8,I Udana,119,18.3
2,Royal Challengers Bangalore,9,Mohammed Siraj,127,19.6
