innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Delhi Capitals,PP Shaw,42,23,5,2,182.61,c AB de Villiers b Mohammed Siraj,1
1,Delhi Capitals,S Dhawan,32,28,3,0,114.29,c MM Ali b I Udana,2
1,Delhi Capitals,SS Iyer,11,13,1,0,84.62,c D Padikkal b MM Ali,3
1,Delhi Capitals,RR Pant,37,25,3,2,148.0,b Mohammed Siraj,4
1,Delhi Capitals,MP Stoinis,53,26,6,2,203.85,not out,5
1,Delhi Capitals,SO Hetmyer,11,7,0,1,157.14,not out,6
2,Royal Challengers Bangalore,D Padikkal,4,6,0,0,66.67,c MP Stoinis b R Ashwin,1
2,Royal Challengers Bangalore,AJ Finch,13,14,1,0,92.86,c RR Pant b AR Patel,2
2,Royal Challengers Bangalore,V Kohli,43,39,2,1,110.26,c RR Pant b K Rabada,3
2,Royal Challengers Bangalore,AB de Villiers,9,6,2,0,150.0,c S Dhawan b A Nortje,4
2,Royal Challengers Bangalore,MM Ali,11,13,1,0,84.62,c SO Hetmyer b AR Patel,5
2,Royal Challengers Bangalore,Washington Sundar,17,11,3,0,154.55,c R Ashwin b K Rabada,6
2,Royal Challengers Bangalore,S Dube,11,12,0,1,91.67,b K Rabada,7
2,Royal Challengers Bangalore,I Udana,1,3,0,0,33.33,c SS Iyer b K Rabada,8
2,Royal Challengers Bangalore,Navdeep Saini,12,12,1,0,100.0,not out,9
2,Royal Challengers Bangalore,Mohammed Siraj,5,4,1,0,125.0,b A Nortje,10
2,Royal Challengers Bangalore,YS Chahal,0,0,0,0,0.0,not out,11
