match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
17,2023-04-12,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,43,1,10.75,5,1,0
23,2023-04-16,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",4.0,0,32,1,8.0,9,0,0
37,2023-04-27,Chennai Super Kings,"Sawai Mansingh Stadium, Jaipur",3.0,0,22,3,7.33,6,0,0
48,2023-05-05,Gujarat Titans,"Sawai Mansingh Stadium, Jaipur",3.0,0,40,0,13.33,3,0,0
60,2023-05-14,Royal Challengers Bangalore,"Sawai Mansingh Stadium, Jaipur",4.0,0,25,2,6.25,10,0,0
66,2023-05-19,Punjab Kings,"Himachal Pradesh Cricket Association Stadium, Dharamsala",4.0,0,26,1,6.5,6,0,0
