match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,2021-04-09,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,27,1,6.75,13,0,1
6,2021-04-14,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",3.0,0,30,1,10.0,8,1,0
10,2021-04-18,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",3.0,0,41,3,13.67,7,1,0
16,2021-04-22,Rajasthan Royals,"Wankhede Stadium, Mumbai",4.0,0,28,1,7.0,11,2,0
19,2021-04-25,Chennai Super Kings,"Wankhede Stadium, Mumbai",3.0,0,31,0,10.33,5,1,0
22,2021-04-27,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",4.0,0,32,1,8.0,11,0,0
26,2021-04-30,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",3.0,0,32,2,10.67,7,1,0
31,2021-09-20,Kolkata Knight Riders,"Zayed Cricket Stadium, Abu Dhabi",2.0,0,26,0,13.0,4,2,1
39,2021-09-26,Mumbai Indians,Dubai International Cricket Stadium,2.0,0,22,0,11.0,3,0,1
