innings,over,ball,team,player_in,player_out,reason
2,13,4,Gujarat Titans,SE Rutherford,M Prasidh Krishna,impact_player
2,14,1,Punjab Kings,Vijaykumar Vyshak,Priyansh Arya,impact_player
