match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
19,2012-04-16,Mumbai Indians,Wankhede Stadium,11,10,1,0,110.0,not out,5
23,2012-04-19,Deccan Chargers,Feroz Shah Kotla,13,11,1,0,118.18,run out (S Dhawan),5
27,2012-04-21,Pune Warriors,Feroz Shah Kotla,12,13,1,0,92.31,c SPD Smith b AC Thomas,6
31,2012-04-24,Pune Warriors,Subrata Roy Sahara Stadium,9,13,0,0,69.23,not out,4
36,2012-04-27,Mumbai Indians,Feroz Shah Kotla,15,7,0,2,214.29,lbw b SL Malinga,5
39,2012-04-29,Rajasthan Royals,Feroz Shah Kotla,25,35,0,0,71.43,b Pankaj Singh,4
43,2012-05-01,Rajasthan Royals,Sawai Mansingh Stadium,6,5,1,0,120.0,c SP Goswami b GB Hogg,4
51,2012-05-07,Kolkata Knight Riders,Feroz Shah Kotla,16,27,0,0,59.26,c R Bhatia b PJ Sangwan,4
64,2012-05-15,Kings XI Punjab,Feroz Shah Kotla,0,2,0,0,0.0,c N Saini b P Awana,5
67,2012-05-17,Royal Challengers Bangalore,Feroz Shah Kotla,55,26,7,2,211.54,c MA Agarwal b R Vinay Kumar,5
73,2012-05-22,Kolkata Knight Riders,Subrata Roy Sahara Stadium,11,8,0,1,137.5,c PJ Sangwan b JH Kallis,7
75,2012-05-25,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",24,14,1,2,171.43,c SK Raina b DJ Bravo,4
