innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Gujarat Titans,1,B Sai Sudharsan,11,10,Shubman Gill,2,3,14,13
1,Gujarat Titans,2,JC Buttler,36,25,B Sai Sudharsan,39,22,80,47
1,Gujarat Titans,3,B Sai Sudharsan,19,14,M Shahrukh Khan,36,20,62,34
1,Gujarat Titans,4,SE Rutherford,7,3,B Sai Sudharsan,0,0,7,3
1,Gujarat Titans,5,R Tewatia,10,6,B Sai Sudharsan,13,7,24,13
1,Gujarat Titans,6,Rashid Khan,12,4,R Tewatia,0,0,14,4
1,Gujarat Titans,7,R Tewatia,14,6,Arshad Khan,0,0,16,6
2,Rajasthan Royals,1,YBK Jaiswal,6,7,SV Samson,1,1,10,8
2,Rajasthan Royals,2,N Rana,1,3,SV Samson,0,3,2,6
2,Rajasthan Royals,3,R Parag,26,14,SV Samson,22,12,48,26
2,Rajasthan Royals,4,Dhruv Jurel,5,4,SV Samson,2,2,8,6
2,Rajasthan Royals,5,SO Hetmyer,30,18,SV Samson,16,10,48,28
2,Rajasthan Royals,6,SB Dubey,1,3,SO Hetmyer,2,3,3,6
2,Rajasthan Royals,7,JC Archer,4,4,SO Hetmyer,20,9,25,13
2,Rajasthan Royals,8,M Theekshana,1,1,SO Hetmyer,0,2,1,3
2,Rajasthan Royals,9,M Theekshana,2,2,TU Deshpande,3,3,5,5
2,Rajasthan Royals,10,Sandeep Sharma,6,5,M Theekshana,2,10,9,15
