innings,team,wicket_number,player_out,score,over
1,Gujarat Titans,1,Shubman Gill,14,3.1
1,Gujarat Titans,2,JC Buttler,94,10.6
1,Gujarat Titans,3,M Shahrukh Khan,156,16.4
1,Gujarat Titans,4,SE Rutherford,163,17.1
1,Gujarat Titans,5,B Sai Sudharsan,187,19.2
1,Gujarat Titans,6,Rashid Khan,201,19.6
2,Rajasthan Royals,1,YBK Jaiswal,10,2.2
2,Rajasthan Royals,2,N Rana,12,3.2
2,Rajasthan Royals,3,R Parag,60,7.4
2,Rajasthan Royals,4,Dhruv Jurel,68,8.4
2,Rajasthan Royals,5,SV Samson,116,13.2
2,Rajasthan Royals,6,SB Dubey,119,14.2
2,Rajasthan Royals,7,JC Archer,144,16.3
2,Rajasthan Royals,8,SO Hetmyer,145,16.6
2,Rajasthan Royals,9,TU Deshpande,150,17.5
2,Rajasthan Royals,10,M Theekshana,159,20.2
