match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
2,2023-04-01,Kolkata Knight Riders,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",26,17,0,2,152.94,not out,6
8,2023-04-05,Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",1,2,0,0,50.0,not out,7
14,2023-04-09,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",22,15,3,1,146.67,c B Kumar b M Markande,5
18,2023-04-13,Gujarat Titans,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",22,22,1,1,100.0,c Shubman Gill b MM Sharma,6
21,2023-04-15,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",6,6,1,0,100.0,c KH Pandya b Ravi Bishnoi,6
27,2023-04-20,Royal Challengers Bangalore,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",10,12,1,0,83.33,run out (PWH de Silva),6
31,2023-04-22,Mumbai Indians,"Wankhede Stadium, Mumbai",55,29,5,4,189.66,c & b JC Archer,6
38,2023-04-28,Lucknow Super Giants,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",21,11,2,1,190.91,c A Badoni b Naveen-ul-Haq,6
41,2023-04-30,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",29,20,1,1,145.0,b M Pathirana,5
53,2023-05-08,Kolkata Knight Riders,"Eden Gardens, Kolkata",4,9,0,0,44.44,c Rahmanullah Gurbaz b Suyash Sharma,6
59,2023-05-13,Delhi Capitals,"Arun Jaitley Stadium, Delhi",20,24,1,0,83.33,c Aman Hakim Khan b P Dubey,5
64,2023-05-17,Delhi Capitals,"Himachal Pradesh Cricket Association Stadium, Dharamsala",11,5,1,1,220.0,b A Nortje,7
66,2023-05-19,Rajasthan Royals,"Himachal Pradesh Cricket Association Stadium, Dharamsala",49,31,4,2,158.06,not out,5
