match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
2,2023-04-01,Kolkata Knight Riders,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",3.0,0,38,1,12.67,4,0,0
8,2023-04-05,Rajasthan Royals,"Barsapara Cricket Stadium, Guwahati",4.0,0,44,0,11.0,6,0,0
14,2023-04-09,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",3.0,0,14,0,4.67,8,0,0
18,2023-04-13,Gujarat Titans,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",3.5,0,25,1,6.52,6,0,0
21,2023-04-15,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",4.0,0,31,3,7.75,9,2,0
27,2023-04-20,Royal Challengers Bangalore,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",4.0,0,27,0,6.75,3,0,1
31,2023-04-22,Mumbai Indians,"Wankhede Stadium, Mumbai",3.0,0,41,0,13.67,2,1,0
38,2023-04-28,Lucknow Super Giants,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",3.0,0,38,1,12.67,5,0,0
41,2023-04-30,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,46,1,11.5,7,3,0
46,2023-05-03,Mumbai Indians,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",3.0,0,41,0,13.67,3,1,0
53,2023-05-08,Kolkata Knight Riders,"Eden Gardens, Kolkata",3.0,0,44,0,14.67,5,1,0
59,2023-05-13,Delhi Capitals,"Arun Jaitley Stadium, Delhi",2.0,0,18,0,9.0,4,0,0
64,2023-05-17,Delhi Capitals,"Himachal Pradesh Cricket Association Stadium, Dharamsala",4.0,0,36,2,9.0,9,1,0
66,2023-05-19,Rajasthan Royals,"Himachal Pradesh Cricket Association Stadium, Dharamsala",4.0,0,46,1,11.5,9,2,0
