innings,team,wicket_number,player_out,score,over
1,Kolkata Knight Riders,1,G Gambhir,48,6.5
1,Kolkata Knight Riders,2,BB McCullum,87,13.4
1,Kolkata Knight Riders,3,Shakib Al Hasan,91,14.4
1,Kolkata Knight Riders,4,JH Kallis,106,16.6
2,Delhi Daredevils,1,DA Warner,24,2.6
2,Delhi Daredevils,2,V Sehwag,24,3.1
2,Delhi Daredevils,3,NV Ojha,83,11.2
2,Delhi Daredevils,4,DPMD Jayawardene,108,15.4
2,Delhi Daredevils,5,Y Venugopal Rao,120,17.5
2,Delhi Daredevils,6,LRPL Taylor,133,19.5
2,Delhi Daredevils,7,P Negi,142,20.3
2,Delhi Daredevils,8,M Morkel,142,20.4
