match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
9,2014-04-22,Kings XI Punjab,Sharjah Cricket Stadium,1,3,0,0,33.33,c MG Johnson b R Dhawan,11
30,2014-05-08,Rajasthan Royals,"Sardar Patel Stadium, Motera",0,1,0,0,0.0,not out,11
