match_number,opponent,batter,runs,balls,fours,sixes,strike_rate,dismissal
3,Royal Challengers Bangalore,SP Narine,50,19,4,5,263.16,b UT Yadav
3,Royal Challengers Bangalore,CA Lynn,5,8,1,0,62.5,c AB de Villiers b CR Woakes
3,Royal Challengers Bangalore,RV Uthappa,13,12,0,1,108.33,c BB McCullum b UT Yadav
3,Royal Challengers Bangalore,N Rana,34,25,2,2,136.0,lbw b Washington Sundar
3,Royal Challengers Bangalore,KD Karthik,35,29,4,0,120.69,not out
3,Royal Challengers Bangalore,RK Singh,6,6,1,0,100.0,c Q de Kock b CR Woakes
3,Royal Challengers Bangalore,AD Russell,15,11,2,1,136.36,c AB de Villiers b CR Woakes
3,Royal Challengers Bangalore,R Vinay Kumar,6,3,1,0,200.0,not out
5,Chennai Super Kings,CA Lynn,22,16,4,0,137.5,b RA Jadeja
5,Chennai Super Kings,SP Narine,12,4,0,2,300.0,c SK Raina b Harbhajan Singh
5,Chennai Super Kings,RV Uthappa,29,16,2,3,181.25,run out ()
5,Chennai Super Kings,N Rana,16,14,2,0,114.29,c MS Dhoni b SR Watson
5,Chennai Super Kings,KD Karthik,26,25,2,1,104.0,lbw b SR Watson
5,Chennai Super Kings,RK Singh,2,4,0,0,50.0,c DJ Bravo b SN Thakur
5,Chennai Super Kings,AD Russell,88,36,1,11,244.44,not out
5,Chennai Super Kings,TK Curran,2,5,0,0,40.0,not out
10,Sunrisers Hyderabad,RV Uthappa,3,8,0,0,37.5,c WP Saha b B Kumar
10,Sunrisers Hyderabad,CA Lynn,49,34,7,1,144.12,c & b Shakib Al Hasan
10,Sunrisers Hyderabad,N Rana,18,16,2,1,112.5,c MK Pandey b B Stanlake
10,Sunrisers Hyderabad,SP Narine,9,10,1,0,90.0,c KS Williamson b Shakib Al Hasan
10,Sunrisers Hyderabad,KD Karthik,29,27,2,1,107.41,c WP Saha b B Kumar
10,Sunrisers Hyderabad,AD Russell,9,5,0,1,180.0,c MK Pandey b B Stanlake
10,Sunrisers Hyderabad,Shubman Gill,3,9,0,0,33.33,c Shakib Al Hasan b B Kumar
10,Sunrisers Hyderabad,Shivam Mavi,7,8,0,0,87.5,c B Kumar b S Kaul
10,Sunrisers Hyderabad,MG Johnson,4,5,0,0,80.0,not out
13,Delhi Daredevils,CA Lynn,31,29,4,1,106.9,c JJ Roy b Mohammed Shami
13,Delhi Daredevils,SP Narine,1,4,0,0,25.0,c GJ Maxwell b TA Boult
13,Delhi Daredevils,RV Uthappa,35,19,2,3,184.21,c & b S Nadeem
