innings,team,wicket_number,player_out,score,over
1,Rajasthan Royals,1,YBK Jaiswal,4,1.4
1,Rajasthan Royals,2,SV Samson,40,7.4
1,Rajasthan Royals,3,T Kohler-Cadmore,42,8.2
1,Rajasthan Royals,4,R Ashwin,92,13.6
1,Rajasthan Royals,5,Dhruv Jurel,97,14.3
1,Rajasthan Royals,6,R Powell,102,15.3
1,Rajasthan Royals,7,D Ferreira,125,18.3
1,Rajasthan Royals,8,R Parag,138,20.2
1,Rajasthan Royals,9,TA Boult,144,20.6
2,Punjab Kings,1,P Simran Singh,6,1.4
2,Punjab Kings,2,RR Rossouw,36,5.3
2,Punjab Kings,3,Shashank Singh,36,5.5
2,Punjab Kings,4,JM Bairstow,48,8.6
2,Punjab Kings,5,JM Sharma,111,16.4
